,country_code,year,emissions_total,emissions_per_capita,methane_emissions(kt_CO2_emissions),nitrous_oxide_emissions(mt_CO2_emissions),pop_0014_percent,pop_1564_percent,pop_65up_percent,pop_growth_percent,pop_total,urban_pop_total,urban_pop_percent,fossil_energy_use_imp,electricity_access_percent_imp,fdi_percent_gdp_imp,cereal_yield_imp,emissions_per_gdp_imp,gdp_per_capita_imp,gni_per_capita_imp,forest_area_in_per_imp,renewable_energy_consumption_imp,energy_use_per_capita_imp,pop_urb_aggl_percent_imp
2385,FSM,2007,140.000000596046,1.27816529047261,39.9999991059303,20.0,36.9179783077092,59.6693203812584,3.41270131103239,-0.699624839506227,109532.0,24444.0,22.317,75.8021754207306,58.8818016052246,0.2870217442144795,1192.9,0.436207988294457,2344.40346200197,2460.0,91.4985714285714,1.2,1231.6124957689,18.63202609342295
2386,FSM,2006,140.000000596046,1.26925413727932,39.9999991059303,20.0,37.3867870644872,59.1336433939855,3.47956954152728,-0.577652222559237,110301.0,24624.0,22.324,75.8021754207306,57.1214981079102,0.2870217442144795,1289.9,0.439770576926286,2298.63645841833,2450.0,91.46,1.37,1231.6124957689,18.63202609342295
2387,FSM,2005,159.999996423721,1.44222098813522,39.9999991059303,20.0,37.8055705786912,58.6582837569858,3.53614566432306,-0.447886780617126,110940.0,24773.0,22.33,75.8021754207306,55.3657188415527,0.2870217442144795,1260.9,0.517682965274243,2256.01135749054,2450.0,91.4214285714286,1.35,1231.6124957689,18.63202609342295
2388,FSM,2004,159.999996423721,1.43577591507135,39.9999991059303,20.0,38.2106561974201,58.2268087492989,3.56253505328099,-0.328790000684937,111438.0,24884.0,22.33,75.8021754207306,53.6118087768555,0.2870217442144795,1255.5,0.544818459869474,2155.78169026723,2340.0,91.3828571428571,1.02,1231.6124957689,18.63202609342295
2389,FSM,2003,159.999996423721,1.43106297950647,39.9999991059303,20.0,38.6145521219981,57.8435669245561,3.54188095344573,-0.167115773241494,111805.0,24966.0,22.33,75.8021754207306,51.857364654541,0.2870217442144795,1242.6,0.542211891002696,2195.18715620947,2270.0,91.3442857142857,0.86,1231.6124957689,18.63202609342295
2390,FSM,2002,140.000000596046,1.25008929741451,39.9999991059303,20.0,39.0493921413679,57.473558261118,3.4770495975141,0.0392962405699845,111992.0,25008.0,22.33,75.8021754207306,50.1000328063965,0.2870217442144795,1229.6,0.491404746359042,2165.48682048718,2170.0,91.3057142857143,1.6,1231.6124957689,18.63202609342295
2391,FSM,2001,150.0,1.33990781434237,39.9999991059303,20.0,39.5771269824964,57.0427473347119,3.38012568279164,0.213720197420152,111948.0,24998.0,22.33,75.8021754207306,48.3374671936035,0.2870217442144795,1225.6,0.537635685924396,2152.5252795941,2160.0,91.2671428571429,1.41,1231.6124957689,18.63202609342295
2392,FSM,2000,130.0,1.16373792621902,39.9999991059303,20.0,40.1876312008486,56.5247944426789,3.28757435647243,0.152297026498527,111709.0,24945.0,22.33,75.8021754207306,46.0,0.2870217442144795,1229.0,0.486776091272395,2088.20954444136,2130.0,91.2285714285714,1.27,1231.6124957689,18.63202609342295
2393,FSM,1999,130.0,1.16551161477151,39.9999991059303,20.0,40.8395269815939,55.8764199069384,3.28405311146774,0.119311952075623,111539.0,25374.0,22.749,75.8021754207306,95.3922424316406,0.2870217442144795,1224.8,0.521867613464378,1973.66392024314,1980.0,91.1885714285714,1.22679495250663,1231.6124957689,18.63202609342295
2394,FSM,1998,130.0,1.16690303933361,39.9999991059303,20.0,41.4546792811877,55.1864352009766,3.35888551783566,0.245350376291555,111406.0,25973.0,23.314,75.8021754207306,95.3922424316406,0.2870217442144795,1236.2,0.53649577236715,1964.64373552591,1890.0,91.1485714285714,1.55692933454974,1231.6124957689,18.63202609342295
2395,FSM,1997,120.0,1.07978728190546,39.9999991059303,20.0,42.0235213662908,54.540055609045,3.43642302466414,0.31362961567264,111133.0,26549.0,23.889,75.8021754207306,95.3922424316406,0.2870217442144795,1222.2,0.515076215618212,1859.27042372653,1880.0,91.1085714285714,1.49256169990278,1231.6124957689,18.63202609342295
2396,FSM,1996,120.0,1.08317913074875,39.9999991059303,20.0,42.5892494471273,53.9017014938846,3.50904905898813,0.413363891520276,110785.0,27112.0,24.473,75.8021754207306,95.3922424316406,0.2870217442144795,1225.8,0.492201563313149,1972.60188653699,2090.0,91.0685714285714,1.49152955854394,1231.6124957689,18.63202609342295
2397,FSM,1995,120.0,1.08766586904503,39.9999991059303,20.0,43.1540497425857,53.2657167718077,3.58023348560655,1.35420827378859,110328.0,27657.0,25.068,75.8021754207306,95.3922424316406,0.2870217442144795,1193.5,0.485263136430522,2008.33242694511,2150.0,91.0285714285714,1.4050252531564,1231.6124957689,18.63202609342295
2398,FSM,1994,110.0,1.010620704862,0.0,10.0,43.6332899989434,52.7918525221993,3.57485747885726,2.61935914964438,108844.0,27814.0,25.554,75.8021754207306,95.3922424316406,0.2870217442144795,1205.1,0.48600840813442,1860.46084304142,2070.0,90.9885714285714,1.47820616809235,1231.6124957689,18.63202609342295
