iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
SYR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.580868,
SYR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.580885,
SYR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.58089,
DJI,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.581005,
DJI,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.58101,
DJI,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.58102,
DJI,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.581026,
CYP,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.579767,2022-09-15 16:29:27.193807
CYP,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.579772,2022-09-15 16:29:27.193807
CYP,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.579784,2022-09-15 16:29:27.193807
CYP,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.579789,2022-09-15 16:29:27.193807
BVT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.581139,
BVT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.581144,
BVT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.581156,
BVT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.581161,
ATG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.581271,
ATG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.581282,
ATG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.581292,
ATG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.581298,
NAM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.581409,
NAM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.581414,
NAM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.581425,
NAM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.581431,
MSR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.58155,
MSR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.581555,
MSR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.581565,
MSR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.58157,
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.582237,
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.582242,
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.582253,
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.582258,
MNE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.582377,
MNE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.582382,
MNE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.582392,
MNE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.582397,
MKD,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.582518,2022-09-15 16:29:27.976346
MKD,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.582523,2022-09-15 16:29:27.976346
MKD,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.582535,2022-09-15 16:29:27.976346
MKD,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.58254,2022-09-15 16:29:27.976346
NIC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.581684,2022-09-15 16:29:27.976346
NIC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.581689,2022-09-15 16:29:27.976346
NIC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.5817,2022-09-15 16:29:27.976346
NIC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.581705,2022-09-15 16:29:27.976346
CHE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.581819,2022-09-15 16:29:27.976346
CHE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.581824,2022-09-15 16:29:27.976346
LAO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.582653,
LAO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.582659,
LAO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.582669,
LAO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.582675,
MAC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.582789,
MAC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.582795,
MAC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.582808,
MAC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.582813,
TGO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.582927,
TGO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.582932,
TGO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.582942,
TGO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.582947,
LTU,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.58306,
LTU,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.583066,
LTU,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.583078,
LTU,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.583083,
MRT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.583191,
MRT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.583203,
MRT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.583214,
MRT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.583219,
NCL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.583328,
NCL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.583334,
NCL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.583345,
NCL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.583351,
PLW,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.583459,
PLW,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.583464,
PLW,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.583477,
PLW,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.583482,
SVK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.583588,
SVK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.583594,
SVK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.583603,
SVK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.58361,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.583718,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.583723,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.583733,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.583738,
LCA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.583845,
LCA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.583851,
LCA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.583862,
LCA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.583867,
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.583977,
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.583982,
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.583992,
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.583998,
BLM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.584107,
BLM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.584112,
BLM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.584123,
BLM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.584128,
MYT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.584372,
MYT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.584377,
MYT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.584388,
MYT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.584393,
HTI,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.584499,
HTI,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.584504,
HTI,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.584516,
HTI,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.584521,
CAF,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.584631,
CAF,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.584636,
CAF,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.584646,
CAF,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.584651,
IMN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.584764,
IMN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.584769,
IMN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.584783,
IMN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.584788,
POL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.584896,
POL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.584901,
POL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.584911,
POL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.584917,
YEM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.585025,
YEM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.585031,
YEM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.585041,
YEM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.585046,
MCO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.585158,
MCO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.585163,
MCO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.585173,
MCO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.58518,
SGP,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.585286,2022-09-15 16:29:27.976346
SGP,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.585291,2022-09-15 16:29:27.976346
SGP,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.585306,2022-09-15 16:29:27.976346
SGP,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.585311,2022-09-15 16:29:27.976346
BEL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.585419,2022-09-15 16:29:27.976346
BEL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.585424,2022-09-15 16:29:27.976346
BEL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.585435,2022-09-15 16:29:27.976346
BEL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.58544,2022-09-15 16:29:27.976346
ZWE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.584238,2022-09-15 16:29:27.976346
ZWE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.584243,2022-09-15 16:29:27.976346
MDA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.585676,
MDA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.585681,
MDA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.585694,
MDA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.585699,
COM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.585808,
COM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.585813,
COM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.585823,
COM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.585828,
FLK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.585937,
FLK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.585942,
FLK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.585952,
FLK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.585962,
MNG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.586075,
MNG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.58608,
MNG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.586093,
MNG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.586099,
VIR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.586215,
VIR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.58622,
VIR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.58623,
VIR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.586237,
CUW,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.586621,
CUW,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.586626,
CUW,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.586638,
CUW,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.586643,
GUM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.586764,
GUM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.586769,
GUM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.586781,
