iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
KIR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.574333,
SWZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.574444,
SWZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.574449,
SWZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.574459,
SWZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.574464,
MDV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.574574,
MDV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.574579,
MDV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.574591,
MDV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.574596,
MHL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.57471,
MHL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.574715,
MHL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.574729,
MHL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.574734,
JEY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.574981,
JEY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.574986,
JEY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.574996,
JEY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.575001,
SWE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.574848,2022-09-15 16:29:27.193807
SWE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.574854,2022-09-15 16:29:27.193807
SWE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.574864,2022-09-15 16:29:27.193807
SWE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.574871,2022-09-15 16:29:27.193807
SLV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.574174,2022-09-15 16:29:27.193807
SLV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.574185,2022-09-15 16:29:27.193807
SLV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.574195,2022-09-15 16:29:27.193807
SLV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.5742,2022-09-15 16:29:27.193807
KEN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.575249,
KEN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.575254,
KEN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.575266,
KEN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.575273,
TJK,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.575388,
TJK,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.575393,
TJK,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.575403,
TJK,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.575408,
SMR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.575523,
SMR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.575529,
SMR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.575539,
SMR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.575544,
CYM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.575788,
CYM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.575794,
CYM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.575804,
CYM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.575809,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.575921,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.575926,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.57594,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.575945,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.57606,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.576065,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.576084,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.576089,
GNB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.576205,
GNB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.57621,
GNB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.576221,
GNB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.576228,
SDN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.576343,
SDN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.576348,
SDN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.576358,
SDN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.576363,
LBN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.576472,
LBN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.576482,
LBN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.576492,
LBN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.576498,
URY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.575114,2022-09-15 16:29:27.193807
URY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.575119,2022-09-15 16:29:27.193807
URY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.57513,2022-09-15 16:29:27.193807
URY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.575135,2022-09-15 16:29:27.193807
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.575656,2022-09-15 16:29:27.193807
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.575661,2022-09-15 16:29:27.193807
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.575672,2022-09-15 16:29:27.193807
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.575678,2022-09-15 16:29:27.193807
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.577183,
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.577188,
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.5772,
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.577205,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.57732,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.577325,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.577337,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.577342,
BES,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.577591,
BES,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.577596,
BES,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.577606,
BES,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.577616,
SOM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.577728,
SOM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.577733,
SOM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.577743,
SOM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.577748,
IOT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.577866,
IOT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.577871,
IOT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.577881,
IOT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.577887,
JAM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.578002,2022-09-15 16:29:27.193807
JAM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.578007,2022-09-15 16:29:27.193807
JAM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.57802,2022-09-15 16:29:27.193807
JAM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.578025,2022-09-15 16:29:27.193807
VGB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.576909,2022-09-15 16:29:27.193807
VGB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.576914,2022-09-15 16:29:27.193807
VGB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.576925,2022-09-15 16:29:27.193807
VGB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.57693,2022-09-15 16:29:27.193807
KHM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.576755,2022-09-15 16:29:27.193807
KHM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.576761,2022-09-15 16:29:27.193807
PAN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.578139,
PAN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.578144,
PAN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.578154,
PAN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.578159,
BDI,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.578271,
BDI,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.578276,
BDI,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.578287,
BDI,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.578292,
HKG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.5784,
HKG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.578405,
HKG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.578418,
HKG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.578423,
GGY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.578536,
GGY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.578541,
GGY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.578551,
GGY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.578556,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.578668,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.578674,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.578686,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.578696,
SCG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.578808,
SCG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.578813,
SCG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.578826,
SCG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.578831,
GIN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.578947,
GIN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.578952,
GIN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.578962,
GIN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.578969,
GRD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.579084,
GRD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.579089,
GRD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.579099,
GRD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.579104,
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.579221,
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.579226,
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.579236,
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.579241,
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.579347,
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.579357,
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.57937,
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.579375,
GMB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.579487,
GMB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.579498,
GMB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.579508,
GMB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.579513,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.579624,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.579629,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.579646,
BIH,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.579656,
SYC,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.5799,
SYC,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.579905,
SYC,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.579915,
SYC,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.579925,
LIE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.58004,
LIE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.580045,
LIE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.580057,
LIE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.580062,
DMA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.580177,
DMA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.580183,
DMA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.580193,
DMA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.580198,
NPL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.580312,
NPL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.580317,
NPL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.580327,
NPL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.580334,
SJM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.58045,
SJM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.580455,
SJM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.580465,
SJM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.58047,
SPM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.580585,
SPM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.58059,
SPM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.5806,
SPM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.580605,
ROU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.580717,
ROU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.580722,
ROU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.580741,
ROU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.580747,
SYR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.580863,
