country_code,year,forest_area_percent,cereal_yield,electricity_access_percent,renew_energy_percent,energy_use_per_capita,emissions_total,emissions_per_capita,emissions_per_gdp,gdp_growth_percent,gdp_per_capita,gni_per_capita,pop_growth_percent,pop_total,urb_pop_growth_percent,urban_pop_total,urban_pop_percent
ALB,2004,28.2630656934307,3466.3,100.0,35.84,715.414483080102,4250.0,1.40405868767094,0.185195211047048,5.51466791097914,2373.58129170055,2100.0,-0.417931377925999,3026939.0,1.97179893742068,1381828.0,45.651
ALB,2003,28.2164598540146,3185.7,100.0,33.67,648.168387059418,4070.00017166138,1.3389849808862,0.187132011546348,5.52863746491788,1846.12012081207,1650.0,-0.374149169291299,3039616.0,2.06027418181457,1354848.0,44.573
ALB,2002,28.1698540145985,3291.9,100.0,35.82,660.04798411018,3759.99999046326,1.23237878291558,0.182436542528422,4.53652416035675,1425.12421860142,1370.0,-0.299876697084691,3051010.0,2.18120890441126,1327220.0,43.501
ALB,2001,28.1232481751825,3030.8,100.0,39.04,597.265252650749,3230.0,1.05549588209555,0.163830428541828,8.29331263121023,1281.6598256178,1280.0,-0.93847042771206,3060173.0,0.710442617598151,1298584.0,42.435
ALB,2000,28.0766423357664,3175.1,100.0,41.36,580.494764208924,3170.0,1.026213108529,0.174121718942958,6.94621659244254,1126.68334010717,1100.0,-0.637356833943492,3089027.0,0.742478629285177,1289391.0,41.741
ALB,1999,28.1478102189781,2798.1,100.0,42.7183134087746,576.183632282524,2970.0,0.955359308384195,0.174467909875522,12.8908036407763,1033.24253162418,950.0,-0.63335227398725,3108778.0,0.755983737416337,1279853.0,41.169
ALB,1998,28.2189781021898,2872.1,100.0,49.9833654433978,426.682819087559,1790.0,0.572153695185918,0.118705462539124,8.82942375839806,813.789396580449,860.0,-0.629334392525913,3128530.0,0.774515178812666,1270214.0,40.601
ALB,1997,28.2901459854015,2833.3,100.0,55.953349416169,384.594958328053,1470.0,0.466921472384454,0.106091682765962,-10.9199840781391,717.380047745673,800.0,-0.625430096900055,3148281.0,0.788237294994372,1260414.0,40.035
ALB,1996,28.3613138686131,2450.9,100.0,51.63636055808,447.848870261137,1940.0,0.612367358547086,0.124722847976461,9.09999943646361,1009.97727483821,890.0,-0.62151139901728,3168033.0,0.812476342196282,1250518.0,39.473
ALB,1995,28.4324817518248,2841.5,100.0,50.6097095765374,417.034843013203,1930.0,0.605436252895428,0.135371221148535,13.322333321684,750.604449178826,640.0,-0.617703658436963,3187784.0,0.824171260000091,1240399.0,38.911
ALB,1994,28.5036496350365,2460.9,100.0,51.4595442246242,441.249295409311,2070.0,0.645355188531009,0.164533710235629,8.30286659699671,586.416339644261,380.0,-0.613880506929603,3207536.0,0.843725669639771,1230218.0,38.354
ALB,1993,28.5748175182482,2685.0,100.0,51.152042295146,412.378880465233,2060.0,0.638307036219586,0.177333880622888,9.5594116849315,367.279225077581,320.0,-0.610165792730247,3227287.0,0.855534960140529,1219882.0,37.799
ALB,1992,28.6459854014599,2158.6,100.0,46.8133288085849,418.286629757142,2220.0,0.683699826210896,0.209376127693815,-7.18711091500037,200.852219772323,280.0,-0.606434726201759,3247039.0,0.878430429802018,1209490.0,37.249
ALB,1991,28.7171532846715,2071.9,100.0,32.9981742379589,572.781843950789,4060.0,1.24281022043045,0.355392709305283,-28.0021416559099,336.586994504629,410.0,-0.602809679480026,3266790.0,0.141060581773093,1198912.0,36.7
ALB,1990,28.7883211678832,2794.4,100.0,25.5180876255371,813.255695500012,5980.0,1.81954163372931,0.376880131447496,-9.57564016993415,617.230435515505,650.0,1.79908559333186,3286542.0,2.54304254474964,1197222.0,36.428
WLD,2014,30.7695680405394,3890.11440894278,85.5476862244181,17.4015539846059,1905.98724183382,33198729.8204723,4.5368896630102,0.300204715488648,3.09009286526273,10896.2155997447,10944.315159798,1.22177268233914,7317508753.0,2.09514202679337,3904237467.0,53.3682139537679
